d058.s043.t000	4) temporary housing for homeless or displaced persons.
d153.s077.t002	0) a building where travelers can pay for lodging and meals and other services.
d153.s077.t003	1) to some (great or small) extent.  #  #  #  #  #  #
d153.s077.t004	0) physically and mentally fatigued.
d153.s077.t005	0) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d153.s077.t006	0) the possibility of future success.  Final Answer: The final answer is 0. I hope it is correct
d153.s077.t007	0) the actions and activities assigned to or required or expected of a person or group.
d153.s077.t008	0) being or occurring at an advanced period of time or after a usual or expected time.
d153.s077.t009	0) the part of the day between noon and evening.
d153.s077.t010	0) come upon, as if by accident; meet with.
d153.s077.t011	0) a licensed medical practitioner.  %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%  %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%  %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
d153.s077.t012	0) joyously unrestrained. ...  moreAnswer: 0) joyously unrestrained. ...
d153.s077.t013	0) a characteristic (habitual or relatively temporary) state of feeling.
d174.s176.t000	0) quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of
d174.s176.t001	0) a male sovereign; ruler of a kingdom.
d174.s176.t002	2) troops trained to fight on horseback.
d174.s176.t003	0) quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of
d174.s176.t004	0) a male sovereign; ruler of a kingdom.
d174.s176.t005	1) the generic use of the word to refer to any human being. (Note: The word "men" in
d106.s003.t000	0) a proposition deducible from basic postulates. Question: given the following sentence: "In the following
d106.s003.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d106.s003.t002	0) marked by correspondence or resemblance.
d106.s003.t003	0) a proposition deducible from basic postulates.
d106.s003.t004	0) a human being.
d106.s003.t005	0) have an existence, be extant.  (Note: This is a technical paper, so it's unlikely
d106.s003.t006	2) to draw a geometric figure around another figure so that the two are in contact but do not intersect.
d106.s003.t007	0) a hexahedron with six equal squares as faces. Question: given the following sentence: "The
d106.s003.t008	1) (set theory) of an interval that contains both its endpoints. Question: given the following sentence: "
d106.s003.t009	0) having the limits or boundaries established.
d106.s003.t010	0) curving or bulging outward.
d106.s003.t011	1) (mathematics) an abstract collection of numbers or symbols.
d094.s012.t000	3) seem to be true, probable, or apparent.
d094.s012.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d094.s012.t002	4) to a suitable or appropriate extent or degree.
d094.s012.t003	0) meant or adapted for an occasion or use.
d094.s012.t004	5) a branch of knowledge. Question: given the following sentence: "**the company has **fined** its
d094.s012.t005	0) a vaguely specified concern.
d094.s012.t006	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d094.s012.t007	0) conforming with or constituting a norm or standard or level or type or social norm; not abnormal.
d094.s012.t008	0) magnet made of a substance whose magnetization is proportional to the strength of the magnetic field applied to it.
d094.s012.t009	0) being one more than two.  ###### 0.0 / 5 ###### 0.0
d094.s012.t010	3) not paired or combined with another particle or electron.
d094.s012.t011	0) an elementary particle with negative charge.
d094.s012.t012	0) a hard brittle multivalent metallic element; resistant to corrosion and tarnishing.
d094.s012.t013	0) a solid formed by the solidification of a chemical and having a highly regular atomic structureQuestion: given the
d094.s012.t014	1) the manner of construction of something and the arrangement of its parts. Question: given the following sentence: "
d094.s012.t015	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d094.s012.t016	1) precisely so.
d094.s012.t017	0) having few parts; not complex or complicated or involved.
d094.s012.t018	0) not known.  ```Answer: 0) not known.  ```Answer: 0)
d094.s012.t019	6) the spatial property of a place where or way in which something is situated.
d094.s012.t020	0) a nonmetallic univalent element that is normally a colorless and odorless highly flammable diatomic gas
d094.s012.t021	3) having a strong physiological or chemical effect; ; ;,  (Note: the word "strong" here is
d094.s012.t022	9) the property of sticking together (as of glue and wood) or the joining of surfaces of different composition.
d094.s012.t023	4) make a possibility or provide opportunity for; permit to be attainable or cause to remain. Question: given
d094.s012.t024	1) relating to or having or characterized by structure.
d094.s012.t025	6) a diversion that occupies one's time and thoughts (usually pleasantly).  I hope it is correct. I am
d314.s022.t000	0) give expression toQuestion: given the following sentence: "`` The sound of bells is a net to draw
punt.n.03_example.0	1) an open flat-bottomed boat used in shallow waters and propelled by a long pole.
scale.n.03_example.1	7) an indicator having a graduated sequence of marks.
d048.s027.t000	0) something that provides direction or advice as to a decision or course of action. Question: given the following sentence
d048.s027.t001	3) convey or reveal information.
d048.s027.t002	7) a tribunal that is presided over by a magistrate or by one or more judges who administer justice according to the
d048.s027.t003	0) complete or carry out.
d048.s027.t004	1) a specific piece of work required to be done as a duty or for a specific fee.
d048.s027.t005	3) confer a trust upon.
d048.s027.t006	0) have the quality of being; (copula, used with an adjective or a predicate noun).  (Note
d048.s027.t007	4) the legal document stating the reasons for a judicial decision.
d048.s027.t008	0) (used to introduce a logical conclusion) from that fact or reason or as a result.
d048.s027.t009	0) change to the contrary.
d048.s027.t010	2) a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy.
d048.s027.t011	0) refer (a matter or legal case) to another committee or authority or court for decision.
d048.s027.t012	0) any number of entities (members) considered as a unitQuestion: given the following sentence: "The first
d048.s027.t013	2) a position or opinion or judgment reached after consideration.
d048.s027.t014	0) (law) a proceeding (usually by a court) where evidence is taken for the purpose of determining an issue
d048.s027.t015	0) fair to all parties as dictated by reason and conscience.
d048.s027.t016	2) (law) redress awarded by a court. Question: given the following sentence: "The President and
d048.s027.t017	0) absolutely essential.
d048.s027.t018	0) suitable for a particular person or place or condition etc.
d048.s027.t019	0) not private; open to or concerning the people as a whole.
d048.s027.t020	4) (law) a right or legal share of something; a financial involvement with something.
d048.s027.t021	1) do away with.
d048.s027.t022	0) a phenomenon that follows and is caused by some previous phenomenon.  #### Mots-clésbells
d048.s027.t023	0) the act of contracting or assuming or acquiring possession of something.  Final Answer: The final answer is 0
