d058.s043.t000	shelter.n.h.01.
d041.s049.t009	show.v.h.01.
d041.s049.t010	mountain.n.h.01.
row.n.06_example.0	row.n.h.01.
key.n.12_example.0	key.n.h.01.
d124.s111.t000	here.r.h.01.
d124.s111.t001	lie.v.h.01.
d124.s111.t002	suspended_animation.n.h.01.
d124.s111.t003	many.a.h.01.
d124.s111.t004	year.n.h.01.
d047.s030.t000	thus.r.h.01.
d047.s030.t001	student.n.h.01.
d047.s030.t002	literature.n.h.01.
d047.s030.t003	sometimes.r.h.01.
d047.s030.t004	find.v.h.01.
d047.s030.t005	classify.v.h.01.
d047.s030.t006	poem.n.h.01.
d047.s030.t007	essay.n.h.01.
d047.s030.t008	be.v.h.01.
d047.s030.t009	idea.n.h.01.
d047.s030.t010	ideal.a.h.01.
d047.s030.t011	content.n.h.02.
d047.s030.t012	subject_matter.n.h.01.
d047.s030.t013	typical.a.h.01.
d047.s030.t014	atypical.a.h.01.
d047.s030.t015	period.n.h.01.
d170.s039.t000	dance.n.h.01.
d170.s039.t001	teacher.n.h.01.
d170.s039.t002	america.n.h.01.
d170.s039.t003	make.v.h.01.
d170.s039.t004	business.n.h.01.
d170.s039.t005	prepare.v.h.01.
d170.s039.t006	young.a.h.01.
d170.s039.t007	charge.n.h.07.
d170.s039.t008	gymnastics.n.h.01.
d170.s039.t009	come.v.h.01.
d170.s039.t010	someday.r.h.01.
d170.s039.t011	school.n.h.01.
d170.s039.t012	be.v.h.01.
d170.s039.t013	really.r.h.01.
d170.s039.t014	responsible.a.h.01.
d170.s039.t015	be.v.h.01.
d170.s039.t016	that_much.r.h.01.
d170.s039.t017	ahead.a.h.01.
senseval2.d002.s079.t000	school.n.h.01.
senseval2.d002.s079.t002	way.n.h.01.
senseval2.d002.s079.t003	produce.v.h.01.
senseval2.d002.s079.t004	student.n.h.01.
senseval2.d002.s079.t005	high.a.h.01.
senseval2.d002.s079.t006	morale.n.h.01.
senseval2.d002.s079.t007	superior.a.h.01.
senseval2.d002.s079.t008	academic.a.h.01.
senseval2.d002.s079.t009	performance.n.h.03.
d150.s096.t000	naturally.r.h.01.
d150.s096.t001	keep.v.h.01.
d150.s096.t002	secret.n.h.01.
d150.s096.t003	well.r.h.01.
d150.s096.t004	public.n.h.01.
d150.s096.t005	know.v.h.01.
d150.s096.t006	only.r.h.01.
d150.s096.t007	excitement.n.h.01.
d150.s096.t008	musical.a.h.01.
d150.s096.t009	court.n.h.01.
d150.s096.t010	circle.n.h.01.
d198.s006.t000	tie.v.h.01.
d198.s006.t001	gag.v.h.01.
d198.s006.t002	use.v.h.01.
d106.s006.t000	square.n.h.01.
d106.s006.t001	inscribed.a.h.01.
d106.s006.t002	curve.n.h.01.
d106.s006.t003	mean.v.h.01.
d106.s006.t004	square.n.h.01.
d106.s006.t005	4.a.h.01.
d106.s006.t006	corner.n.h.01.
d106.s006.t007	point.n.h.01.
d106.s006.t008	curve.n.h.01.
d106.s006.t009	lie.v.h.01.
d106.s006.t010	entirely.r.h.01.
d106.s006.t011	interior.n.h.01.
date.n.01_example.0	date.n.h.01.
natal.a.01_example.2	natal.a.h.01.
d131.s025.t000	each.a.h.01.
d131.s025.t001	fri.n.h.01.
d131.s025.t002	one.a.h.01.
d131.s025.t003	manager.n.h.01.
d131.s025.t004	choose.v.h.01.
d131.s025.t005	lot.n.h.01.
d131.s025.t006	stay.v.h.01.
d131.s025.t007	late.r.h.01.
d131.s025.t008	equipment.n.h.01.
d131.s025.t009	truck.n.h.01.
d045.s017.t000	just.r.h.01.
d045.s017.t001	balloon.n.h.01.
d045.s017.t002	go_up.v.h.01.
d045.s017.t003	sit.v.h.01.
d045.s017.t004	day.n.h.02.
d045.s017.t005	wish.v.h.01.
d045.s017.t006	spring.v.h.01.
d045.s017.t007	leak.n.h.01.
d045.s017.t008	blow_up.v.h.01.
d045.s017.t009	burn.v.h.01.
d045.s017.t010	aught.n.h.01.
d045.s017.t011	happen.v.h.01.
d099.s097.t000	slowly.r.h.01.
d099.s097.t001	man.n.h.01.
d099.s097.t002	grow.v.h.01.
d099.s097.t003	old.a.h.01.
d099.s097.t004	take.v.h.01.
d099.s097.t005	person.n.h.01.
d099.s097.t006	hand.n.h.01.
d099.s097.t007	lead.v.h.01.
d099.s097.t008	below.r.h.01.
d099.s097.t009	tower.n.h.01.
d099.s097.t010	study.n.h.05.
d099.s097.t011	guide.v.h.01.
d099.s097.t012	chair.n.h.01.
d099.s097.t013	little.a.h.01.
d099.s097.t014	hearth.n.h.01.
d099.s097.t015	fire.n.h.01.
d099.s097.t016	still.r.h.01.
d099.s097.t017	burn.v.h.01.
d103.s035.t000	boat.n.h.01.
d103.s035.t001	touch.v.h.01.
d103.s035.t002	weak.a.h.01.
d103.s035.t003	2.a.h.01.
d103.s035.t004	wounded.a.h.01.
d103.s035.t005	man.n.h.01.
d103.s035.t006	lift.v.h.01.
d103.s035.t007	bear_away.v.h.01.
d103.s035.t008	soldier.n.h.01.
d091.s068.t000	no.n.h.02.
d091.s068.t001	climb.v.h.01.
d091.s068.t002	one.a.h.01.
d091.s068.t003	painful.a.h.01.
d091.s068.t004	step.n.h.01.
d091.s068.t005	ladder.n.h.01.
d060.s007.t000	apr.n.h.01.
d060.s007.t001	be.v.h.01.
d060.s007.t002	dominicus.n.h.01.
d060.s007.t003	return.n.h.01.
d060.s007.t004	calendar_year.n.h.01.
d060.s007.t005	be.v.h.01.
d060.s007.t006	timely.r.h.01.
d060.s007.t007	file.v.h.01.
d060.s007.t008	file.v.h.01.
d060.s007.t009	monday.n.h.01.
d060.s007.t010	apr.n.h.01.
d009.s056.t000	statement.n.h.01.
d009.s056.t001	board.n.h.01.
d009.s056.t002	attribute.v.h.01.
d009.s056.t003	claim.n.h.01.
d009.s056.t004	petitioner.n.h.01.
d009.s056.t005	be.v.h.01.
d009.s056.t006	file.n.h.01.
hunt.n.05_example.0	hunt.n.h.02.
d034.s037.t000	take.v.h.01.
d034.s037.t001	first.a.h.01.
d034.s037.t002	day.n.h.02.
d034.s037.t003	location.n.h.01.
d102.s074.t000	be.v.h.01.
d102.s074.t001	first.a.h.01.
d102.s074.t002	time.n.h.01.
d102.s074.t003	english.a.h.01.
d102.s074.t004	primate.n.h.02.
d102.s074.t005	do.v.h.01.
d102.s074.t006	14th.a.h.01.
d102.s074.t007	century.n.h.01.
call_on_the_carpet.v.01_example.1	rag.v.h.02.
hope.n.02_example.0	hope.n.h.02.
d078.s067.t000	person.n.h.01.
d078.s067.t001	also.r.h.01.
d078.s067.t002	write.v.h.01.
d078.s067.t003	music.n.h.01.
d078.s067.t004	lyric.n.h.01.
d078.s067.t005	several.a.h.01.
d078.s067.t006	song.n.h.02.
d106.s033.t000	now.r.h.01.
d106.s033.t001	prove.v.h.01.
d106.s033.t002	several.a.h.01.
d106.s033.t003	lemma.n.h.01.
pitch.n.03_example.0	pitch.n.h.01.
d132.s026.t000	be.v.h.01.
d132.s026.t001	some.a.h.01.
d132.s026.t002	passage.n.h.01.
d132.s026.t003	hagiographa.n.h.01.
d132.s026.t004	None.
d132.s026.t005	image.n.h.01.
d132.s026.t006	god.n.h.01.
d132.s026.t007	similitude.n.h.01.
d132.s026.t008	sharply.r.h.01.
d132.s026.t009	distinguish.v.h.01.
d132.s026.t010	so.r.h.01.
d132.s026.t011	most.r.h.01.
d132.s026.t012	notably.r.h.01.
d132.s026.t013	statement.n.h.01.
d132.s026.t014	holy_ghost.n.h.01.
d132.s026.t015	be.v.h.01.
d132.s026.t016	absent.a.h.01.
d132.s026.t017	soul.n.h.01.
d132.s026.t018	man.n.h.01.
d132.s026.t019	be.v.h.01.
d132.s026.t020	indeed.r.h.01.
d132.s026.t021	animal.a.h.01.
d132.s026.t022	nature.n.h.01.
d132.s026.t023	leave.v.h.01.
d132.s026.t024	carnal.a.h.01.
d132.s026.t025	be.v.h.01.
d132.s026.t026	imperfect.a.h.01.
d132.s026.t027	being.n.h.01.
d132.s026.t028	possess.v.h.01.
d132.s026.t029	image.n.h.01.
d132.s026.t030	god.n.h.01.
d132.s026.t031	formation.n.h.01.
d132.s026.t032	non.r.h.01.
d132.s026.t033	receive.v.h.01.
d132.s026.t034	similitude.n.h.01.
d132.s026.t035	god.n.h.01.
d132.s026.t036	holy_ghost.n.h.01.
d147.s114.t000	then.r.h.01.
d147.s114.t001	give.v.h.01.
d147.s114.t002	12.a.h.01.
d147.s114.t003	1.a.h.01.
d147.s114.t004	12.a.h.01.
d147.s114.t005	avocado.n.h.01.
d147.s114.t006	day.n.h.02.
d147.s114.t007	substitute.n.h.01.
d147.s114.t008	part.n.h.01.
d147.s114.t009	dietary.a.h.01.
d147.s114.t010	fat.n.h.01.
d147.s114.t011	consumption.n.h.01.
d166.s013.t000	chicago.n.h.01.
d166.s013.t001	non.r.h.01.
d166.s013.t002	fault.v.h.01.
d166.s013.t003	choice.n.h.01.
d166.s013.t004	artist.n.h.01.
tenor.n.04_example.0	tenor.n.h.02.
d000.s131.t000	spread.v.h.01.
d000.s131.t001	vacation.n.h.01.
d000.s131.t002	period.n.h.01.
d000.s131.t003	wide.a.h.01.
d000.s131.t004	possible.a.h.01.
d000.s131.t005	span.n.h.01.
d000.s131.t006	time.n.h.01.
d000.s131.t007	close_down.v.h.01.
d000.s131.t008	plant.n.h.01.
d000.s131.t009	fortnight.n.h.01.
d000.s038.t000	employee.n.h.01.
d000.s038.t001	garden.n.h.01.
d000.s038.t002	club.n.h.01.
d000.s038.t003	take_over.v.h.01.
d000.s038.t004	partial.a.h.01.
d000.s038.t005	care.n.h.01.
d000.s038.t006	plant.n.h.01.
d000.s038.t007	grounds.n.h.02.
d126.s069.t000	be.v.h.01.
d126.s069.t001	meet.n.h.01.
d126.s069.t002	mark.n.h.01.
d126.s069.t003	set.v.h.01.
d126.s069.t004	person.n.h.01.
d050.s150.t000	give.v.h.01.
d050.s150.t001	wilful.a.h.01.
d050.s150.t002	hurt.n.h.01.
d050.s150.t003	man.n.h.01.
man.n.03_example.0	man.n.h.01.
d033.s008.t000	federal.a.h.01.
d033.s008.t001	program.n.h.01.
d033.s008.t002	vocational.a.h.01.
d033.s008.t003	education.n.h.01.
d033.s008.t004	but.r.h.01.
d033.s008.t005	provide.v.h.01.
d033.s008.t006	encourage.v.h.01.
d033.s008.t007	establishment.n.h.01.
d033.s008.t008	vocational.a.h.01.
d033.s008.t009	education.n.h.01.
d033.s008.t010	program.n.h.01.
d033.s008.t011	public.a.h.01.
d033.s008.t012	school.n.h.01.
port.v.07_example.0	port.v.h.02.
d125.s091.t000	permit.v.h.01.
d125.s091.t001	start.v.h.01.
d125.s091.t002	ball.n.h.03.
d125.s091.t003	right_away.r.h.01.
d125.s091.t004	say.v.h.01.
d125.s091.t005	person.n.h.01.
d125.s091.t006	quip.v.h.01.
d125.s091.t007	think.v.h.01.
d125.s091.t008	put.v.h.01.
d125.s091.t009	play.n.h.01.
d125.s091.t010	book.n.h.01.
d232.s013.t000	use.v.h.01.
d232.s013.t001	clip.v.h.02.
d232.s013.t002	reach.v.h.01.
d083.s065.t000	location.n.h.01.
d083.s065.t001	receive.v.h.01.
d083.s065.t002	ain.a.h.01.
d083.s065.t003	exchange.n.h.01.
d083.s065.t004	make.v.h.01.
d083.s065.t005	business.n.h.01.
d083.s065.t006	easy.a.h.01.
d083.s065.t007	location.n.h.01.
d083.s065.t008	office.n.h.01.
d083.s065.t009	non.r.h.01.
d083.s065.t010	feb.n.h.01.
d083.s065.t011	area.n.h.01.
d083.s065.t012	service.n.h.01.
d083.s065.t013	extend.v.h.01.
d083.s065.t014	include.v.h.01.
d083.s065.t015	location.n.h.01.
d083.s065.t016	location.n.h.01.
d141.s079.t000	person.n.h.01.
d141.s079.t001	person.n.h.01.
d141.s079.t002	say.v.h.01.
d141.s079.t003	give.v.h.01.
d141.s079.t004	final.a.h.01.
d141.s079.t005	set.n.h.01.
d141.s079.t006	hat.n.h.01.
semeval2013.d010.s011.t000	player.n.h.02.
semeval2013.d010.s011.t001	match.n.h.01.
d307.s085.t000	help.v.h.01.
d307.s085.t001	occur.v.h.01.
d307.s085.t002	ring.v.h.02.
d307.s085.t003	discontinue.v.h.01.
d144.s076.t000	10.a.h.01.
d144.s076.t001	more.a.h.01.
d144.s076.t002	dangerous.a.h.01.
d144.s076.t003	party.n.h.01.
d144.s076.t004	single_out.v.h.01.
d144.s076.t005	prosecution.n.h.01.
d144.s076.t006	be.v.h.01.
d144.s076.t007	still.r.h.01.
d144.s076.t008	at_large.a.h.01.
d144.s076.t009	person.n.h.01.
d144.s076.t010	realise.v.h.06.
d144.s076.t011	man.n.h.01.
d144.s076.t012	entrench.v.h.01.
d144.s076.t013	adobe_house.n.h.01.
d144.s076.t014	defend.v.h.01.
d144.s076.t015	loophole.n.h.01.
d144.s076.t016	be.v.h.01.
d144.s076.t017	most.r.h.01.
d144.s076.t018	difficult.a.h.01.
d144.s076.t019	capture.v.h.03.
d024.s049.t000	payment.n.h.01.
d024.s049.t001	make.v.h.01.
d024.s049.t002	small.a.h.01.
d024.s049.t003	domestic.a.h.01.
d024.s049.t004	producer.n.h.01.
d024.s049.t005	lead.v.h.01.
d024.s049.t006	market_price.n.h.01.
d024.s049.t007	common.a.h.01.
d024.s049.t008	lead.n.h.02.
d024.s049.t009	new_york.n.h.02.
d024.s049.t010	new_york.n.h.02.
d024.s049.t011	determine.v.h.01.
d024.s049.t012	interior_secretary.n.h.01.
d024.s049.t013	be.v.h.01.
d024.s049.t014	cent.n.h.01.
d024.s049.t015	pound.n.h.02.
d024.s049.t016	payment.n.h.01.
d024.s049.t017	be.v.h.01.
d024.s049.t018	cent.n.h.01.
d024.s049.t019	pound.n.h.02.
d024.s049.t020	average.a.h.01.
d024.s049.t021	market_price.n.h.01.
d024.s049.t022	month.n.h.01.
d024.s049.t023	sale.n.h.01.
d024.s049.t024	occur.v.h.01.
d024.s049.t025	determine.v.h.01.
d024.s049.t026	interior_secretary.n.h.01.
d265.s053.t000	express.v.h.01.
d265.s053.t001	shine.v.h.01.
d116.s062.t000	dark.a.h.01.
d116.s062.t001	gray.a.h.01.
d116.s062.t002	blazer.n.h.01.
d116.s062.t003	light.a.h.02.
d116.s062.t004	gray.a.h.01.
d116.s062.t005	slacks.n.h.01.
d116.s062.t006	pink.a.h.01.
d116.s062.t007	flannel.n.h.01.
d116.s062.t008	shirt.n.h.01.
d116.s062.t009	black.a.h.01.
d116.s062.t010	silk.n.h.01.
d116.s062.t011	necktie.n.h.01.
d072.s029.t000	literature.n.h.01.
d072.s029.t001	do.v.h.01.
d072.s029.t002	be.v.h.01.
d072.s029.t003	certainly.r.h.01.
d072.s029.t004	non.r.h.01.
d072.s029.t005	clear.a.h.01.
d072.s029.t006	content.n.h.02.
d072.s029.t007	form.n.h.01.
d072.s029.t008	language.n.h.01.
d072.s029.t009	message.n.h.01.
d072.s029.t010	source.n.h.01.
d072.s029.t011	play.v.h.01.
d072.s029.t012	differentiated.a.h.01.
d072.s029.t013	part.n.h.01.
d072.s029.t014	give.v.h.01.
d072.s029.t015	mold.v.h.01.
d072.s029.t016	purposefulness.n.h.01.
d094.s058.t000	differential.a.h.01.
d094.s058.t001	thermal.a.h.01.
d094.s058.t002	analysis.n.h.01.
d094.s058.t003	show.v.h.01.
d094.s058.t004	very.r.h.01.
d094.s058.t005	small.a.h.01.
d094.s058.t006	endothermic_reaction.n.h.01.
d094.s058.t007	c.n.h.03.
d094.s058.t008	large.a.h.01.
d094.s058.t009	endothermic_reaction.n.h.01.
d094.s058.t010	c.n.h.03.
d092.s027.t000	regional.a.h.01.
d092.s027.t001	office.n.h.01.
d092.s027.t002	also.r.h.01.
d092.s027.t003	maintain.v.h.01.
d092.s027.t004	want.n.h.01.
d092.s027.t005	list.n.h.01.
d092.s027.t006	excess.a.h.01.
d092.s027.t007	property.n.h.01.
d092.s027.t008	chiefly.r.h.01.
d092.s027.t009	machinery.n.h.01.
d092.s027.t010	equipment.n.h.01.
d092.s027.t011	desire.v.h.01.
d092.s027.t012	small.a.h.01.
d092.s027.t013	business_concern.n.h.01.
d092.s027.t014	area.n.h.01.
d049.s012.t000	late.r.h.01.
d049.s012.t001	summer.n.h.01.
d049.s012.t002	full.a.h.01.
d049.s012.t003	extent.n.h.01.
d049.s012.t004	damage.n.h.01.
d049.s012.t005	assess.v.h.01.
d049.s012.t006	all.a.h.01.
d049.s012.t007	50.a.h.01.
d049.s012.t008	scot.n.h.01.
d049.s012.t009	swiss.n.h.01.
d049.s012.t010	metis.n.h.01.
d049.s012.t011	move.v.h.01.
d049.s012.t012	red.n.h.02.
d049.s012.t013	mouth.n.h.04.
d049.s012.t014	location.n.h.01.
d049.s012.t015	river.n.h.01.
d136.s037.t000	quiescent.a.h.01.
d136.s037.t001	level.n.h.01.
d136.s037.t002	centimeter.n.h.01.
d136.s037.t003	wavelength.n.h.01.
d136.s037.t004	solar_radiation.n.h.01.
d136.s037.t005	increase.v.h.01.
d136.s037.t006	average.a.h.01.
d136.s037.t007	disc.n.h.01.
d136.s037.t008	brightness.n.h.01.
d136.s037.t009	temperature.n.h.01.
d136.s037.t010	1.a.h.01.
d136.s037.t011	k.n.h.03.
d088.s024.t000	violent.a.h.01.
d088.s024.t001	immediacy.n.h.01.
d088.s024.t002	wallpaper.n.h.01.
d088.s024.t003	strip.n.h.02.
d088.s024.t004	paste.v.h.01.
d088.s024.t005	paper.n.h.01.
d088.s024.t006	only.r.h.01.
d088.s024.t007	lesser.a.h.01.
d088.s024.t008	immediacy.n.h.01.
d088.s024.t009	block_capital.n.h.01.
d088.s024.t010	simulate.v.h.01.
d088.s024.t011	window.n.h.01.
d088.s024.t012	lettering.n.h.01.
d088.s024.t013	manage.v.h.01.
d088.s024.t014	somehow.r.h.01.
d088.s024.t015	push.v.h.01.
d088.s024.t016	grape.n.h.01.
d088.s024.t017	cluster.n.h.01.
d088.s024.t018	back.r.h.01.
d088.s024.t019	place.n.h.01.
d088.s024.t020	picture_plane.n.h.01.
d088.s024.t021	so.r.h.01.
d088.s024.t022	non.r.h.01.
d088.s024.t023	jump.v.h.01.
d051.s022.t000	once.r.h.01.
d051.s022.t001	then.r.h.01.
d051.s022.t002	many.a.h.01.
d051.s022.t003	year.n.h.01.
d051.s022.t004	few.a.h.01.
d051.s022.t005	non.r.h.01.
d051.s022.t006	matter.v.h.01.
d051.s022.t007	world.n.h.01.
d051.s022.t008	be.v.h.01.
d051.s022.t009	bound.a.h.02.
d051.s022.t010	round.r.h.01.
d051.s022.t011	fence.n.h.01.
d051.s022.t012	be.v.h.01.
d051.s022.t013	too.r.h.01.
d051.s022.t014	small.a.h.01.
d051.s022.t015	reach.v.h.01.
d051.s022.t016	apple_tree.n.h.01.
d051.s022.t017	bough.n.h.01.
d051.s022.t018	twist.v.h.01.
d051.s022.t019	knee.n.h.01.
d051.s022.t020	pull_up.v.h.01.
d129.s049.t000	size.n.h.01.
d129.s049.t001	life.n.h.01.
d129.s049.t002	start.v.h.01.
d129.s049.t003	sexual.a.h.01.
d129.s049.t004	maturity.n.h.01.
d129.s049.t005	reach.v.h.01.
d129.s049.t006	time.n.h.01.
d129.s049.t007	require.v.h.01.
d129.s049.t008	reach.v.h.01.
d129.s049.t009	maturity.n.h.01.
d129.s049.t010	growth_rate.n.h.01.
d129.s049.t011	crucial.a.h.01.
d129.s049.t012	stage.n.h.01.
d129.s049.t013	maximal.a.h.01.
d129.s049.t014	length.n.h.01.
d129.s049.t015	confirmation.n.h.01.
d129.s049.t016	amplification.n.h.01.
d129.s049.t017	person.n.h.01.
d129.s049.t018	figure.n.h.01.
d146.s016.t000	now.r.h.01.
d146.s016.t001	take.v.h.01.
d146.s016.t002	role.n.h.01.
d146.s016.t003	gesture.n.h.01.
d146.s016.t004	suffering.n.h.01.
d146.s016.t005	be.v.h.01.
d146.s016.t006	way.n.h.01.
d146.s016.t007	affirm.v.h.01.
d146.s016.t008	history.n.h.01.
d146.s016.t009	identity.n.h.01.
d146.s016.t010	torpid.a.h.01.
d146.s016.t011	becloud.v.h.01.
d146.s016.t012	loneliness.n.h.01.
d146.s016.t013	land.n.h.02.
quarrel.n.01_example.0	dustup.n.h.01.
d142.s038.t000	maid.n.h.01.
d142.s038.t001	be.v.h.01.
d142.s038.t002	very.r.h.01.
d142.s038.t003	black.a.h.01.
d142.s038.t004	very.r.h.01.
d142.s038.t005	energetic.a.h.01.
d142.s038.t006	trim.a.h.01.
d142.s038.t007	yellow.a.h.01.
d142.s038.t008	pique.n.h.03.
d142.s038.t009	uniform.n.h.01.
d182.s070.t000	sage.n.h.02.
d182.s070.t001	include.v.h.01.
d182.s070.t002	poet.n.h.01.
d182.s070.t003	person.n.h.01.
d182.s070.t004	national_leader.n.h.01.
d182.s070.t005	person.n.h.01.
d182.s070.t006	sculptor.n.h.02.
d182.s070.t007	person.n.h.01.
d182.s070.t008	volume.n.h.03.
d182.s070.t009	one.a.h.01.
d182.s070.t010	dramatist.n.h.01.
d182.s070.t011	person.n.h.01.
d182.s070.t012	person.n.h.01.
d182.s070.t013	philosopher.n.h.01.
d182.s070.t014	person.n.h.01.
d182.s070.t015	late.a.h.01.
d182.s070.t016	person.n.h.01.
d182.s070.t017	second.a.h.01.
d182.s070.t018	set.n.h.01.
slot.n.04_example.0	slot.n.h.01.
d226.s027.t000	ram.v.h.01.
d226.s027.t001	say.v.h.01.
d226.s027.t002	lie.v.h.01.
d226.s027.t003	be.v.h.01.
d018.s075.t000	standard.a.h.01.
d018.s075.t001	deal.n.h.01.
d018.s075.t002	person.n.h.01.
d147.s023.t000	dig.v.h.01.
d147.s023.t001	rake.v.h.01.
d147.s023.t002	smooth.a.h.01.
d147.s023.t003	sow.v.h.01.
d147.s023.t004	seed.n.h.01.
d147.s023.t005	wet.v.h.01.
d147.s023.t006	down.a.h.01.
d147.s023.t007	fog.n.h.01.
d147.s023.t008	spray.n.h.01.
d019.s123.t000	walk.v.h.01.
d019.s123.t001	person.n.h.01.
d019.s123.t002	apartment.n.h.01.
d019.s123.t003	old.a.h.01.
d019.s123.t004	lady.n.h.01.
d019.s123.t005	bow.v.h.03.
d019.s123.t006	smile.v.h.01.
d019.s123.t007	say.v.h.01.
d019.s123.t008	softly.r.h.01.
d037.s098.t000	save.v.h.01.
d037.s098.t001	mystery_story.n.h.01.
d037.s098.t002	convert.v.h.01.
d037.s098.t003	pi.n.h.04.
d037.s098.t004	organisation.n.h.01.
d037.s098.t005	man.n.h.01.
d158.s017.t000	gentleman.n.h.01.
d158.s017.t001	call_for.v.h.01.
d158.s017.t002	recommencement.n.h.01.
d158.s017.t003	testing.n.h.01.
d158.s017.t004	atmosphere.n.h.03.
d158.s017.t005	possible.a.h.01.
d158.s017.t006	scale.n.h.03.
d158.s017.t007	all.a.h.01.
d158.s017.t008	national.a.h.01.
d158.s017.t009	security.n.h.01.
bunyan.n.02_example.0	bunyan.n.h.02.
d002.s063.t000	wind.n.h.01.
d002.s063.t001	fog.n.h.01.
d002.s063.t002	lock_up.v.h.01.
d002.s063.t003	harbor.n.h.01.
d002.s063.t004	crew.n.h.01.
d002.s063.t005	call.v.h.01.
d002.s063.t006	location.n.h.01.
d029.s062.t000	person.n.h.01.
d029.s062.t001	here.r.h.01.
d029.s062.t002	question.v.h.01.
d029.s062.t003	person.n.h.01.
d029.s062.t004	understanding.n.h.01.
d029.s062.t005	nature.n.h.01.
d029.s062.t006	experience.n.h.01.
d029.s062.t007	question.v.h.01.
d029.s062.t008	also.r.h.01.
d029.s062.t009	every.a.h.01.
d029.s062.t010	epistemology.n.h.01.
d029.s062.t011	stem.v.h.01.
d029.s062.t012	person.n.h.01.
d029.s062.t013	presupposition.n.h.01.
d029.s062.t014	experience.n.h.01.
d029.s062.t015	be.v.h.01.
d029.s062.t016	but.r.h.01.
d029.s062.t017	aesthesis.n.h.01.
d029.s062.t018	abstraction.n.h.01.
d029.s062.t019	causal.a.h.01.
d029.s062.t020	efficaciousness.n.h.01.
d029.s062.t021	causal.a.h.01.
d029.s062.t022	efficaciousness.n.h.01.
d029.s062.t023	be.v.h.01.
d029.s062.t024	intellectually.r.h.01.
d029.s062.t025	impute.v.h.01.
d029.s062.t026	world.n.h.01.
d029.s062.t027	non.r.h.01.
d029.s062.t028	directly.r.h.01.
d029.s062.t029	perceive.v.h.01.
d007.s031.t000	see.v.h.01.
d007.s031.t001	hole.n.h.01.
d007.s031.t002	aeroplane.n.h.01.
d007.s031.t003	aerodrome.n.h.01.
d007.s031.t004	car.n.h.01.
d007.s031.t005	street.n.h.01.
d124.s060.t000	be.v.h.01.
d124.s060.t001	night.n.h.01.
d124.s060.t002	hemisphere.n.h.01.
d124.s060.t003	light.n.h.01.
d124.s060.t004	blaze.v.h.01.
d124.s060.t005	megalopolis.n.h.01.
d124.s060.t006	australia.n.h.01.
d124.s060.t007	japan.n.h.01.
d124.s060.t008	cathay.n.h.01.
d124.s060.t009	location.n.h.01.
d124.s060.t010	bharat.n.h.01.
d124.s060.t011	siberia.n.h.01.
athens.n.01_example.0	athens.n.h.01.
d002.s058.t000	there.r.h.01.
d002.s058.t001	river.n.h.01.
d002.s058.t002	edge.n.h.01.
d002.s058.t003	wait.v.h.01.
d002.s058.t004	person.n.h.01.
d002.s058.t005	person.n.h.01.
d002.s058.t006	list.v.h.01.
d002.s058.t007	clerk.n.h.01.
rare.s.06_example.0	rare.a.h.02.
d081.s061.t000	show.v.h.01.
d081.s061.t001	fig.n.h.03.
d081.s061.t002	4.a.h.01.
d081.s061.t003	external.a.h.01.
d081.s061.t004	antenna.n.h.01.
d081.s061.t005	place.v.h.01.
d081.s061.t006	patient.n.h.01.
d081.s061.t007	excite.v.h.01.
d081.s061.t008	time.n.h.01.
d081.s061.t009	second.n.h.01.
d081.s061.t010	short.a.h.01.
d081.s061.t011	kc.n.h.03.
d081.s061.t012	burst.n.h.01.
d338.s094.t000	be.v.h.01.
d338.s094.t001	carry.v.h.01.
d338.s094.t002	wave.v.h.01.
d338.s094.t003	line.v.h.01.
d167.s012.t000	day.n.h.02.
d167.s012.t001	attend.v.h.01.
d167.s012.t002	war.n.h.01.
d167.s012.t003	memorial.n.h.03.
d167.s012.t004	ceremony.n.h.01.
d167.s012.t005	group.n.h.01.
d167.s012.t006	view.n.h.01.
d167.s012.t007	obstruct.v.h.01.
d167.s012.t008	stout.a.h.01.
d167.s012.t009	man.n.h.01.
d167.s012.t010	left.n.h.01.
d167.s012.t011	attention.n.h.01.
d167.s012.t012	turn.v.h.01.
d167.s012.t013	irregular.a.h.01.
d167.s012.t014	pattern.n.h.01.
d167.s012.t015	rough.a.h.01.
d167.s012.t016	slab.n.h.01.
d167.s012.t017	flooring.n.h.01.
d167.s012.t018	mortal.n.h.01.
d167.s012.t019	clasp.v.h.01.
d167.s012.t020	arm.n.h.01.
d167.s012.t021	whisper.v.h.01.
d167.s012.t022	want.v.h.01.
d167.s012.t023	word.n.h.01.
d138.s002.t000	know.v.h.01.
d138.s002.t001	before.r.h.01.
d138.s002.t002	start.v.h.01.
d138.s002.t003	need.n.h.01.
d138.s002.t004	objective.n.h.01.
d138.s002.t005	organisation.n.h.01.
d138.s002.t006	be.v.h.01.
d138.s002.t007	have.v.h.01.
d138.s002.t008	list.n.h.01.
d138.s002.t009	requirement.n.h.01.
d138.s002.t010	type.n.h.01.
d138.s002.t011	site.n.h.01.
d138.s002.t012	need.v.h.01.
d099.s127.t000	then.r.h.01.
d099.s127.t001	suddenly.r.h.01.
d099.s127.t002	group.n.h.01.
d099.s127.t003	man.n.h.01.
d099.s127.t004	dog.n.h.01.
d099.s127.t005	circle.v.h.01.
d046.s069.t000	high.a.h.01.
d046.s069.t001	anxiety.n.h.01.
d046.s069.t002	child.n.h.01.
